Track_ID,Object_Class,Total_Fixation_Duration_Frames,Total_Fixation_Duration_Seconds
642,car,27.0,1.08
367,car,27.0,1.08
632,car,27.0,1.08
754,car,27.0,1.08
714,car,27.0,1.08
478,car,27.0,1.08
474,car,27.0,1.08
372,car,27.0,1.08
371,car,27.0,1.08
379,car,27.0,1.08
564,car,27.0,1.08
124,car,27.0,1.08
133,car,27.0,1.08
375,car,27.0,1.08
373,car,27.0,1.08
461,car,27.0,1.08
456,car,27.0,1.08
570,car,27.0,1.08
754,car,27.0,1.08
792,car,27.0,1.08
145,car,27.0,1.08
749,person,27.0,1.08
446,car,27.0,1.08
291,bus,27.0,1.08
291,bus,27.0,1.08
145,car,27.0,1.08
98,car,27.0,1.08
754,car,26.0,1.04
739,car,26.0,1.04
372,car,26.0,1.04
689,car,26.0,1.04
754,car,26.0,1.04
746,car,26.0,1.04
96,car,26.0,1.04
749,person,26.0,1.04
98,car,26.0,1.04
571,car,26.0,1.04
835,car,26.0,1.04
828,car,26.0,1.04
739,car,26.0,1.04
739,car,26.0,1.04
558,car,26.0,1.04
119,car,26.0,1.04
353,car,26.0,1.04
359,car,26.0,1.04
693,car,26.0,1.04
671,car,26.0,1.04
352,car,26.0,1.04
647,car,26.0,1.04
819,car,26.0,1.04
550,car,26.0,1.04
671,car,26.0,1.04
773,car,26.0,1.04
865,car,26.0,1.04
150,car,26.0,1.04
609,car,26.0,1.04
530,car,26.0,1.04
624,car,26.0,1.04
754,car,26.0,1.04
632,car,26.0,1.04
781,car,26.0,1.04
624,car,26.0,1.04
624,car,26.0,1.04
793,car,26.0,1.04
94,car,26.0,1.04
91,car,26.0,1.04
718,car,26.0,1.04
718,car,26.0,1.04
196,car,26.0,1.04
604,car,26.0,1.04
291,bus,26.0,1.04
443,car,26.0,1.04
441,car,26.0,1.04
707,car,26.0,1.04
754,car,26.0,1.04
754,car,26.0,1.04
91,car,26.0,1.04
291,bus,26.0,1.04
291,bus,26.0,1.04
700,car,26.0,1.04
754,car,26.0,1.04
585,car,26.0,1.04
183,car,26.0,1.04
722,car,26.0,1.04
534,car,26.0,1.04
91,car,26.0,1.04
420,car,26.0,1.04
701,car,26.0,1.04
411,car,26.0,1.04
426,car,26.0,1.04
423,car,26.0,1.04
419,car,26.0,1.04
423,car,26.0,1.04
731,car,26.0,1.04
861,car,26.0,1.04
94,car,26.0,1.04
554,car,26.0,1.04
73,truck,26.0,1.04
615,car,26.0,1.04
622,car,26.0,1.04
393,car,26.0,1.04
844,car,26.0,1.04
793,car,26.0,1.04
116,car,26.0,1.04
841,car,26.0,1.04
102,car,26.0,1.04
857,car,26.0,1.04
447,car,26.0,1.04
445,car,26.0,1.04
843,car,26.0,1.04
152,car,26.0,1.04
790,car,26.0,1.04
144,car,26.0,1.04
826,car,26.0,1.04
217,traffic light,26.0,1.04
217,traffic light,26.0,1.04
615,car,26.0,1.04
633,car,26.0,1.04
478,car,26.0,1.04
717,car,26.0,1.04
474,car,26.0,1.04
718,car,26.0,1.04
609,car,26.0,1.04
613,car,26.0,1.04
455,car,26.0,1.04
821,car,26.0,1.04
133,car,26.0,1.04
365,car,26.0,1.04
371,car,26.0,1.04
968,car,25.0,1.0
372,car,25.0,1.0
748,car,25.0,1.0
352,car,25.0,1.0
624,car,25.0,1.0
739,car,25.0,1.0
373,car,25.0,1.0
350,car,25.0,1.0
377,car,25.0,1.0
291,bus,25.0,1.0
446,car,25.0,1.0
632,car,25.0,1.0
286,bicycle,25.0,1.0
754,car,25.0,1.0
615,car,25.0,1.0
611,car,25.0,1.0
754,car,25.0,1.0
479,car,25.0,1.0
754,car,25.0,1.0
754,car,25.0,1.0
754,car,25.0,1.0
456,car,25.0,1.0
459,truck,25.0,1.0
718,car,25.0,1.0
718,car,25.0,1.0
632,car,25.0,1.0
753,car,25.0,1.0
73,truck,25.0,1.0
609,car,25.0,1.0
754,car,25.0,1.0
609,car,25.0,1.0
782,car,25.0,1.0
847,car,25.0,1.0
400,car,25.0,1.0
98,car,25.0,1.0
729,car,25.0,1.0
729,car,25.0,1.0
426,car,25.0,1.0
820,car,25.0,1.0
565,car,25.0,1.0
134,car,25.0,1.0
754,car,25.0,1.0
366,car,25.0,1.0
754,car,25.0,1.0
754,car,25.0,1.0
754,car,25.0,1.0
119,car,25.0,1.0
818,car,25.0,1.0
793,car,25.0,1.0
98,car,25.0,1.0
646,car,25.0,1.0
749,person,25.0,1.0
810,car,25.0,1.0
144,car,25.0,1.0
168,car,25.0,1.0
609,car,25.0,1.0
609,car,25.0,1.0
609,car,25.0,1.0
777,car,25.0,1.0
571,car,25.0,1.0
94,car,25.0,1.0
586,car,25.0,1.0
759,traffic light,25.0,1.0
634,car,25.0,1.0
787,car,25.0,1.0
787,car,25.0,1.0
754,car,25.0,1.0
624,car,25.0,1.0
168,car,25.0,1.0
754,car,25.0,1.0
538,car,25.0,1.0
545,car,25.0,1.0
532,car,25.0,1.0
291,bus,25.0,1.0
585,car,25.0,1.0
594,car,25.0,1.0
773,car,25.0,1.0
720,car,25.0,1.0
200,car,25.0,1.0
753,car,25.0,1.0
436,car,25.0,1.0
634,car,25.0,1.0
753,car,25.0,1.0
483,car,25.0,1.0
754,car,24.0,0.96
671,car,24.0,0.96
754,car,24.0,0.96
218,person,24.0,0.96
565,car,24.0,0.96
135,car,24.0,0.96
550,car,24.0,0.96
218,person,24.0,0.96
754,car,24.0,0.96
754,car,24.0,0.96
754,car,24.0,0.96
630,car,24.0,0.96
861,car,24.0,0.96
419,car,24.0,0.96
402,car,24.0,0.96
566,car,24.0,0.96
257,person,24.0,0.96
117,car,24.0,0.96
218,person,24.0,0.96
754,car,24.0,0.96
642,car,24.0,0.96
105,car,24.0,0.96
492,car,24.0,0.96
2,car,24.0,0.96
441,car,24.0,0.96
634,car,24.0,0.96
257,person,24.0,0.96
2,car,24.0,0.96
729,car,24.0,0.96
549,car,24.0,0.96
793,car,24.0,0.96
731,car,24.0,0.96
445,car,24.0,0.96
253,person,24.0,0.96
705,car,24.0,0.96
73,truck,24.0,0.96
218,person,24.0,0.96
646,car,24.0,0.96
73,car,24.0,0.96
445,car,24.0,0.96
73,car,24.0,0.96
291,bus,24.0,0.96
217,traffic light,24.0,0.96
613,car,24.0,0.96
218,person,24.0,0.96
73,truck,24.0,0.96
754,car,24.0,0.96
218,person,24.0,0.96
91,car,24.0,0.96
218,person,24.0,0.96
152,car,24.0,0.96
152,car,24.0,0.96
752,car,24.0,0.96
624,car,24.0,0.96
363,car,24.0,0.96
367,car,24.0,0.96
257,person,24.0,0.96
2,car,24.0,0.96
521,car,24.0,0.96
596,car,24.0,0.96
622,car,23.0,0.92
1116,car,23.0,0.92
133,car,23.0,0.92
821,car,23.0,0.92
235,person,23.0,0.92
235,person,23.0,0.92
253,person,23.0,0.92
91,car,23.0,0.92
91,car,23.0,0.92
91,car,23.0,0.92
91,car,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
91,car,23.0,0.92
754,car,23.0,0.92
615,car,23.0,0.92
286,bicycle,23.0,0.92
700,car,23.0,0.92
611,car,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
611,car,23.0,0.92
754,car,23.0,0.92
217,traffic light,23.0,0.92
217,traffic light,23.0,0.92
714,car,23.0,0.92
253,person,23.0,0.92
291,bus,23.0,0.92
217,traffic light,23.0,0.92
754,car,23.0,0.92
474,car,23.0,0.92
217,traffic light,23.0,0.92
835,car,23.0,0.92
383,car,23.0,0.92
649,traffic light,23.0,0.92
481,car,23.0,0.92
604,car,23.0,0.92
571,car,23.0,0.92
787,car,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
777,car,23.0,0.92
91,car,23.0,0.92
172,car,23.0,0.92
177,person,23.0,0.92
783,car,23.0,0.92
218,person,23.0,0.92
754,car,23.0,0.92
754,car,23.0,0.92
491,car,23.0,0.92
720,car,23.0,0.92
257,person,23.0,0.92
754,car,23.0,0.92
467,car,23.0,0.92
145,car,23.0,0.92
689,car,23.0,0.92
549,car,23.0,0.92
737,car,23.0,0.92
861,car,23.0,0.92
729,car,23.0,0.92
746,car,23.0,0.92
551,car,23.0,0.92
424,car,23.0,0.92
565,car,23.0,0.92
841,car,23.0,0.92
968,car,23.0,0.92
353,car,23.0,0.92
363,car,23.0,0.92
1116,car,22.0,0.88
1010,car,22.0,0.88
1100,traffic light,22.0,0.88
1010,car,22.0,0.88
1010,car,22.0,0.88
1010,car,22.0,0.88
1111,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
558,car,22.0,0.88
353,car,22.0,0.88
842,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
142,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
565,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
810,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
145,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
521,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
570,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
145,car,22.0,0.88
217,traffic light,22.0,0.88
152,car,22.0,0.88
793,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
150,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
671,car,22.0,0.88
671,car,22.0,0.88
781,car,22.0,0.88
787,car,22.0,0.88
773,car,22.0,0.88
777,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
585,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
200,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
773,car,22.0,0.88
773,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
642,car,22.0,0.88
642,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
288,bicycle,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
465,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
615,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
611,car,22.0,0.88
611,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
286,bicycle,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
286,bicycle,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
714,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
622,car,22.0,0.88
622,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
759,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
624,car,22.0,0.88
720,car,22.0,0.88
731,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
401,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
752,car,22.0,0.88
752,car,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
754,car,22.0,0.88
753,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
753,car,22.0,0.88
609,car,22.0,0.88
609,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
105,car,22.0,0.88
352,car,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
217,traffic light,22.0,0.88
853,car,22.0,0.88
217,traffic light,22.0,0.88
